created_at,text,screen_name,followers,friends,rt,fav
Wed Nov 15 23:59:13 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,MartinezXXX_,233,242,47684,0
Wed Nov 15 23:59:13 +0000 2017,"RT @RenoHatesMe: @VoteMuck @CrawliesWithCri What a small, small man. To serve in order to kill a small turtle because why? It makes him fee\u2026",MMMukalla,496,131,1,0
Wed Nov 15 23:59:13 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,JxrenS_,243,405,47684,0
Wed Nov 15 23:59:13 +0000 2017,"@Leistunghund @BaltimorePolice Praying for him, this is so sad. \U0001f64f\U0001f3fd\U0001f64f\U0001f3fd\U0001f64f\U0001f3fd",VanessaWindley,6,55,1,6
Wed Nov 15 23:59:12 +0000 2017,RT @stickojay: sleeping is nice until u wake up and realize ure still sad lol,wrdfaisal,1211,1286,537,0
Wed Nov 15 23:59:12 +0000 2017,Very Sad. https://t.co/jQ3XJI87lr,PamBeebe1,359,411,0,1
Wed Nov 15 23:59:12 +0000 2017,"@jaketapper @AliVelshi Saw it live! Shocking! Actually, no not shocking which is a sad commentary!!",Wendbrokaw,716,344,0,1
Wed Nov 15 23:59:12 +0000 2017,1) we get to live in the universe that had Edgar Allan Poe and still has all his works 2) there are people who woul\u2026 https://t.co/kRWm4zQeFA,voidember,727,208,0,1
Wed Nov 15 23:59:11 +0000 2017,@HAGOODMANAUTHOR @YouTube They literally have NOTHING it's so sad.  This is bad for our democracy.  Now I question\u2026 https://t.co/0ZCx2Afwdm,themarydouglas,883,1313,0,0
Wed Nov 15 23:59:11 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,lorenalynnn,246,128,47684,0
Wed Nov 15 23:59:11 +0000 2017,Today is the big day for me!!!!\nAHHHH!!! SEASON FINALE OF AHS CULT IS TONIGHT IM SO EXCITED but so sad it's the fin\u2026 https://t.co/RbNRnEcKpN,NanditoBrian_R,105,131,0,0
Wed Nov 15 23:59:11 +0000 2017,RT @AJ_Motha: Apparently.. this is what FLAKA does... This is even sad to watch.. https://t.co/MnULzOmqcz,Thanyirue,305,256,913,0
Wed Nov 15 23:59:11 +0000 2017,I get sad when the twins don't tweet....,dashofdolans,17004,17054,4,58
Wed Nov 15 23:59:11 +0000 2017,"RT @THEmale_madonna: The fact that girls like Monica, Ashanti, Mya, Tamar, Jazmine Sullivan &amp; tons of other R&amp;B acts have to go 50x harder\u2026",diamondsimone22,327,309,285,0
Wed Nov 15 23:59:11 +0000 2017,RT @BorrachosVIP: \xbfYa es la hora sad? \U0001f62a https://t.co/ZQB2SauC8L,Taurino_Salinas,409,179,561,0
Wed Nov 15 23:59:11 +0000 2017,RT @sIamdunc: if youre rude to retail workers youre either:\n\na) ugly\nb) old\nc) a sad  fucken Nerd\n\nluckily i met someone whos all 3 and i h\u2026,adumbblehr,160,372,50,0
Wed Nov 15 23:59:11 +0000 2017,Such sad news. We hosted a @protiviti town hall @TechShopPGH (SumoBots) and had a blast. Definitely a blow to maker\u2026 https://t.co/R91FrjShHI,TimMaloneyJr,59,47,0,0
Wed Nov 15 23:59:11 +0000 2017,RT @jaboukie: when you move cities and you're still sad https://t.co/xU8J12Ealr,Jomo_24,454,518,16669,0
Wed Nov 15 23:59:10 +0000 2017,Sad,XRaixxx,77,83,0,1
Wed Nov 15 23:59:10 +0000 2017,Sad mi se jede rebrasti \u010dips i pije mi se kafa. I jedva \u010dekam jutro da to uradim.,sudomil,3668,848,2,130
Wed Nov 15 23:59:10 +0000 2017,RT @Bethanyedxx: Mega sad how I\u2019d do anything for someone but they would never do the same for me :(,abbbietaylor,1390,1438,30,0
Wed Nov 15 23:59:10 +0000 2017,"I work at the movies... it makes me sad seeing girls waiting for their boyfriends, or husbands or S/O",shleyyyyyyyyyy,327,491,0,3
Wed Nov 15 23:59:10 +0000 2017,im not sleeping 2nite so that means sad tweets &amp; memes will both b created,helenasucks,6,4,0,0
Wed Nov 15 23:59:10 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,iliana_ngarza,315,186,47684,0
Wed Nov 15 23:59:09 +0000 2017,RT @pvnkpebble: @chebaboureko It's often the case that we're harsher on ourselves than we are on others. It's pretty sad tbh. I'm just glad\u2026,chebaboureko,360,378,1,0
Wed Nov 15 23:59:09 +0000 2017,"Kakov jedem paprike barene sad i sira, stidim se od sebe svega mi, ni da je podne, a ne ponoc :)",MoNtE_NeGrO1,1961,816,1,12
Wed Nov 15 23:59:09 +0000 2017,RT @LouisPeitzman: I am really fucking sad Difficult People is ending. I wrote about why. https://t.co/sjBvdazidR,OpinionatedFran,323,48,149,0
Wed Nov 15 23:59:09 +0000 2017,"RT @WellieBoyce: My heart.... My sad, cut my wrists and black my eyes, hey Miss Murder, come join the black parade, I chimed in with haven'\u2026",JJxPrime,145,390,61,0
Wed Nov 15 23:59:09 +0000 2017,"As someone who is older in this fandom, I feel sorry for you. You are too old to act the way you do by trolling Bel\u2026 https://t.co/67Tnbdto07",BellarkeJenBell,114,149,1,4
Wed Nov 15 23:59:09 +0000 2017,RT @BorrachosVIP: \xbfYa es la hora sad? \U0001f62a https://t.co/ZQB2SauC8L,SoffPalacios,498,491,561,0
Wed Nov 15 23:59:09 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,Noemizavalaa,997,961,47684,0
Wed Nov 15 23:59:08 +0000 2017,"RT @dbongino: This guy is simply lying. He\u2019s literally, yes literally, making this up. They do this because they assume you won\u2019t do your h\u2026",cathibrgnr58,3198,3270,5595,0
Wed Nov 15 23:59:07 +0000 2017,RT @AqifPuskas: Me when consoling my sad friends. https://t.co/xNRGeuDUld,michellettrann,181,354,17730,0
Wed Nov 15 23:59:06 +0000 2017,RT @astrologistae: im so sad i can\u2019t stop crying,SpudicRhiannon,195,191,1,0
Wed Nov 15 23:59:06 +0000 2017,RT @NoControlProjec: I REMEMBER THE DAY AFTER 1D WENT ON BREAK YALL WERE ALL SAD &amp; STRESSED SAYING YOU CANT MAKE IT THROUGH THIS HIATUS BUT\u2026,lovely_hxarry,911,445,815,0
Wed Nov 15 23:59:06 +0000 2017,Everyone on my tl is so sad and it breaks my heart,osnapjauregui_,17632,13956,0,3
Wed Nov 15 23:59:06 +0000 2017,RT @vtttd: finstas arent even scandalous anymore it's just whatever picture we have on our phone and us talking about how sad we are and ho\u2026,saabrrinnna,337,233,18214,0
Wed Nov 15 23:59:06 +0000 2017,RT @trojansauce: *ronald mcdonald wiping off his makeup after a long day at work to reveal the exact same makeup but a sad mouth*,khobbs0,248,321,1437,0
Wed Nov 15 23:59:06 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,AsapSpicy,285,174,47684,0
Wed Nov 15 23:59:06 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,johnston_spring,838,708,47684,0
Wed Nov 15 23:59:06 +0000 2017,RT @KostJason: TDS is a real thing. Sad. https://t.co/2a1NZrLPsX,Serendipiterry,3282,4547,4,0
Wed Nov 15 23:59:06 +0000 2017,"RT @makurt1314: Nobody should be sad bc 2 whole days dedicated to mashed potatoes and turkey and shopping are next week, 25 days of Christm\u2026",BrennaBlanchard,375,240,194,0
Wed Nov 15 23:59:06 +0000 2017,"RT @pimpassyannaa: Just realized my friends ain\u2019t really my friends like I thought they where , and that\u2019s sad .",Autumn___Elise,76,203,2,0
Wed Nov 15 23:59:05 +0000 2017,"Ok if the borders stay this sad this will b my first event 5* n I wanted that to be Izumi but it's fine I'll say first Revival 5*,",jihyunkkim,320,187,0,0
Wed Nov 15 23:59:05 +0000 2017,"RT @CoIIegeStruggIe: In college you don\u2019t even have time to be sad over grades, you just gotta have the ""ima come back harder next time"" mi\u2026",CormierTeira,126,251,447,0
Wed Nov 15 23:59:05 +0000 2017,RT @OHminkiYOUso: \ubc0d\uac38 \uc2dc\uc0c1\uc2dd\uc5d0\uc11c \ub9c9 \uc548 \uc124\ub808\uace0 \uc870\uc544\ud558\uace0 \ub5a8\ub824\ud558\uace0 \uc774\ub7f0 \ud45c\uc815\uc5c6\uc774 \uc6b0\uc544\ud558\uac8c \uc790\uc5f0\uc2a4\ub7fd\uac8c \uc788\uc5b4\uc11c \ub118 \ub610 \ubc18\ud588\uc5b4 \uadf8 \ub204\uad6c\ubcf4\ub2e4 \uba4d\uc11d\uae54\uc544\uc8fc\uba74 \uc81c\ub300\ub85c \ud558\ub294 \uc0ac\ub78c \ucd5c\uace0\ucd5c\uace0,RoonSad_TTTTTTT,25,72,2,0
Wed Nov 15 23:59:05 +0000 2017,RT @BorrachosVIP: \xbfYa es la hora sad? \U0001f62a https://t.co/ZQB2SauC8L,nefastoofeles,221,104,561,0
Wed Nov 15 23:59:04 +0000 2017,RT @coinairdrop: #airdrop @BitconnectG\nForm : https://t.co/rcFo5oD9bp https://t.co/UrF9vCZQWV,mohud_sad,225,775,7,0
Wed Nov 15 23:59:04 +0000 2017,"RT @GGUKSPERM: #BTSxJimmyKimmel\nESTOY EMOCIONADA AHH, PERO SAD BC NO ESTAR\xc9 ALL\xcd XMIL",_angelica_p07,4860,3385,1,0
Wed Nov 15 23:59:04 +0000 2017,RT @BorrachosVIP: \xbfYa es la hora sad? \U0001f62a https://t.co/ZQB2SauC8L,vaalesa,774,178,561,0
Wed Nov 15 23:59:04 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,changotbanz,968,779,47684,0
Wed Nov 15 23:59:04 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,shibuijadan,351,591,47684,0
Wed Nov 15 23:59:04 +0000 2017,RT @heatherjones333: Sad to see Five at Five throwing the judge under the bus. What the Judge's lawyer said tonight about the DA after the\u2026,mikefit32187936,3856,4985,17,0
Wed Nov 15 23:59:04 +0000 2017,RT @GirlPosts: it\u2019s okay to cry &amp; okay to be sad. it\u2019s okay to miss them &amp; okay to wish u did something different. but never blame urself f\u2026,baily_crolley,37,68,7131,0
Wed Nov 15 23:59:04 +0000 2017,"RT @Pink_Kohai: I don't want ppl to like Totty bc ""He's sad and sensitive inside"" I want ppl like him for what he trully is, for his more g\u2026",nizza_maria,102,755,42,0
Wed Nov 15 23:59:03 +0000 2017,RT @ZackRyder: Sad to see @realellsworth leave @WWE...but happy i got to see him live his dream. T-shirt...walk out at WrestleMania...Actio\u2026,PerezM361KS,61,80,1081,0
Wed Nov 15 23:59:03 +0000 2017,@Kimzolciak It is a very sad situation when you parents hurt their only child .you think by now your mom would say sorry \U0001f937\u200d\u2640\ufe0f,GigiDuplechien,45,286,0,0
Wed Nov 15 23:59:03 +0000 2017,RT @iluvchanyeoI: it makes me so sad tht people wont even give seventeen a chance bc they have a lot of members!!!! they're so worth stanni\u2026,adoreyeoI,184,126,2,0
Wed Nov 15 23:59:03 +0000 2017,sad je pravi momenat da prestanete da budete ponosni na batu jer je retard izvolite,hoenestlv,1353,291,0,2
Wed Nov 15 23:59:03 +0000 2017,@kremlinsfiddle @realDonaldTrump Thank you for the correction. I won\u2019t try to defend the President on this one. He\u2026 https://t.co/cUfugmRC1K,RobertOitker,7,6,0,1
Wed Nov 15 23:59:02 +0000 2017,@imajsaclaimant Same Tory Councillors that have spent 7 years backing the vast cuts from Government that creates th\u2026 https://t.co/1Vgpcz1xmc,gary_parkins,583,2161,1,1
Wed Nov 15 23:59:02 +0000 2017,Faz tempo q isso n\xe3o acontece,lari_sad,43,99,0,0
Wed Nov 15 23:59:02 +0000 2017,Why does Jimin always look sad whenever he takes a picture in the US? https://t.co/ZWiVLcBeGs,choi_yoonmin,15,122,0,0
Wed Nov 15 23:59:02 +0000 2017,You know that feeling at a concert when you're waiting for the artist to come out and you're filled with so much ex\u2026 https://t.co/8q6ofpXhIv,Mandee_Risser,816,622,1,6
Wed Nov 15 23:59:02 +0000 2017,"Was just sitting by a guy who I legit thought was Bill Paxton, was about to say how I loved him and then remembered\u2026 https://t.co/jgv34crxdK",snackatttack,174,126,0,2
Wed Nov 15 23:59:02 +0000 2017,@Brewer2Brewer That\u2019s what happened to me the other day. Only way back was a mega late session. My good lady has be\u2026 https://t.co/iROfj848m7,swancvs,255,695,0,1
Wed Nov 15 23:59:02 +0000 2017,RT @Travon: So sad that Jeff Sessions suffers from that debilitating brain disorder where you can only remember things after someone proves\u2026,Jim674,798,733,9537,0
Wed Nov 15 23:59:01 +0000 2017,"RT @VlDEOSTARK: Born To Die, Paradise, Ultraviolence, Honeymoon https://t.co/pV7qWMD6fc",sad_farm,137,183,77,0
Wed Nov 15 23:59:00 +0000 2017,RT @StephenAmell: Was ratcheted from a dead sleep on my flight this morning by the guy in front of me repeatedly trying to jam his tray tab\u2026,HaleGooseLucy,1001,64,1233,0
Wed Nov 15 23:59:00 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,alyssa_aguayo7,175,209,47684,0
Wed Nov 15 23:59:00 +0000 2017,RT @spanishcvndy: Ok but this made me really sad https://t.co/dvBZUEnqNp,lovespurposes,5321,202,13974,0
Wed Nov 15 23:59:00 +0000 2017,"RT @joncoopertweets: Well, Donald\u2019s back, but I guess it\u2019s going to take him a while to get back up to speed with his tweeting. He copy and\u2026",bemuir_ronkon79,230,1880,400,0
Wed Nov 15 23:59:00 +0000 2017,"RT @Sporting_CP: O #SportingCP informa que chegou a acordo com o atleta Jo\xe3o Palhinha para a renova\xe7\xe3o do contrato, ficando com dura\xe7\xe3o at\xe9\u2026",alrguerreiro,1326,971,260,0
Wed Nov 15 23:58:59 +0000 2017,RT @FreeMemesKids: THIS IS SO SAD \U0001f622 https://t.co/O7miVK5CCE,LuSolimo,720,276,15450,0
Wed Nov 15 23:58:59 +0000 2017,I'm very tired and sad so here is a thread of dumb screenshots I've taken over the past few months,sleepyshoma,57,24,1,5
Wed Nov 15 23:58:59 +0000 2017,RT @_Shardax2: Sad story \U0001f62d https://t.co/D72MDQEJAd,JWilliams0507,536,506,2,0
Wed Nov 15 23:58:59 +0000 2017,@MissDollyLeigh Yeah it\u2019s a sad deal,khris_poage,3069,294,0,1
Wed Nov 15 23:58:59 +0000 2017,RT @taiterthot: if yg sad i'm sad https://t.co/QSIOhKqPYr,ThatKirstenKid,887,304,47684,0
Wed Nov 15 23:58:58 +0000 2017,RT @FreeMemesKids: THIS IS SO SAD \U0001f622 https://t.co/O7miVK5CCE,NghtmareBear,107,46,15450,0
Wed Nov 15 23:58:58 +0000 2017,"RT @thegreatkhalid: Spent half of my life being sad about shit I had no control over, and going throughout the day was exhausting. One day,\u2026",Baileyyy_Y,249,178,103945,0
Wed Nov 15 23:58:58 +0000 2017,@carotte_rose @THEBOYILOVE_JH I get so sad :(,CielitoShua,745,160,0,0
Wed Nov 15 23:58:58 +0000 2017,RT @AqifPuskas: Me when consoling my sad friends. https://t.co/xNRGeuDUld,AzizanAfi,282,268,17730,0
Wed Nov 15 23:58:58 +0000 2017,RT @jaboukie: when you move cities and you're still sad https://t.co/xU8J12Ealr,ogmills_,497,425,16669,0
